# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	1807
#@/user_id	170f9b2c-d1c4-4432-a096-8827b720de9d
a 	啊	c=9 d=1.18438 t=1768
xiang 	想	c=4 d=1.90815 t=1731
xiang ban fa 	想辦法	c=1 d=1 t=1314
xiang dao 	想到	c=1 d=1 t=680
xiang qi lai 	想起來	c=1 d=1 t=898
xiang tong 	相同	c=1 d=1 t=988
xiang yao 	想要	c=2 d=1.17464 t=1072
xiao guo 	效果	c=1 d=1 t=1082
xiao li 	小李	c=1 d=1 t=232
xiao qu 	小區	c=1 d=1 t=197
xie 	寫	c=2 d=1.00108 t=1701
xie dai ma 	寫代碼	c=1 d=1 t=646
xin 	心	c=1 d=0.103907 t=1251
xin 	新	c=2 d=1.90937 t=1273
xin dong 	心動	c=1 d=1 t=466
xin ku 	辛苦	c=1 d=1 t=1664
xin teng 	心疼	c=1 d=1 t=323
xin xi 	信息	c=4 d=1.09818 t=1423
xin yi 	心意	c=1 d=1 t=138
xin yong hu 	心用戶	c=1 d=1 t=1252
xing 	星	c=1 d=1 t=1334
xing lai 	醒來	c=1 d=1 t=365
xiu 	修	c=1 d=1 t=224
xiu fu 	修復	c=2 d=1.0534 t=1006
xiu gai 	修改	c=3 d=1.48132 t=1487
xu 	噓	c=1 d=1 t=433
xu qiu 	需求	c=3 d=2.22925 t=873
xu yao 	需要	c=7 d=1.34654 t=1486
xuan 	選	c=1 d=1 t=462
xuan ran 	渲染	c=1 d=1 t=839
xuan ze 	選擇	c=1 d=1 t=746
ya ding 	亞丁	c=1 d=1 t=243
ya li 	壓力	c=1 d=1 t=1307
ya zhi 	雅緻	c=1 d=1 t=897
yan chi 	延遲	c=2 d=1.99501 t=935
yan se 	顏色	c=2 d=1.42741 t=840
yao 	要	c=5 d=1.61942 t=1452
yao bu 	要不	c=1 d=1 t=1801
ye 	也	c=7 d=1.76446 t=1426
ye mian 	頁面	c=3 d=1.06097 t=1374
ye shi 	也是	c=1 d=1 t=702
ye wu 	業務	c=1 d=1 t=1152
yi 	一	c=1 d=1 t=486
yi cun 	一寸	c=0 d=0.1 t=1627
yi cun zai 	一寸在	c=1 d=1 t=1628
yi dong 	移動	c=1 d=1 t=1126
yi ge 	一個	c=5 d=1.54821 t=1596
yi ge yue 	一個月	c=1 d=1 t=1803
yi hui 	一會	c=0 d=0.1 t=1174
yi hui fa 	一會發	c=1 d=1 t=1175
yi jing 	已經	c=5 d=1.02427 t=1629
yi lai 	以來	c=1 d=1 t=1339
yi nian 	一年	c=1 d=1 t=299
yi shun jian 	一瞬間	c=2 d=1.8825 t=1074
yi tian 	一天	c=1 d=1 t=235
yi wan 	一萬	c=1 d=0.103135 t=1711
yi wan ci 	一萬次	c=1 d=1 t=1712
yi wei 	以爲	c=1 d=1 t=118
yi xi 	依稀	c=1 d=1 t=551
yi xia 	一下	c=13 d=1.54018 t=1751
yi xiang 	一項	c=1 d=1 t=1466
yi you 	已有	c=1 d=1 t=585
yi zhi 	一直	c=2 d=1.16041 t=1704
yi zhi 	已知	c=3 d=1.20159 t=1703
yin cang 	隱藏	c=4 d=2.03535 t=921
yin liang 	音量	c=8 d=6.2618 t=1081
yin wei 	因爲	c=5 d=0.438004 t=1777
yin xiang 	印象	c=1 d=1 t=1289
yin yong 	引用	c=1 d=1 t=1646
ying fu 	應付	c=2 d=1.97531 t=1458
ying gai 	應該	c=2 d=1.01209 t=1479
ying xiang 	影響	c=2 d=1.17377 t=1288
ying yong 	應用	c=3 d=1.32499 t=1636
yong hu 	用戶	c=3 d=1.57586 t=1407
yong wan 	用完	c=1 d=1 t=439
you 	有	c=17 d=2.03424 t=1294
you dian 	有點	c=3 d=1.00277 t=1770
you ge 	有個	c=1 d=1 t=533
you hua 	優化	c=1 d=1 t=944
you mei you 	有沒有	c=1 d=1 t=146
you ren 	有人	c=1 d=1 t=237
yu 	與	c=1 d=1 t=865
yu dao 	遇到	c=2 d=1.73712 t=1092
yu ge 	餘個	c=1 d=1 t=1032
yu ni 	芋泥	c=1 d=1 t=844
yuan 	源	c=1 d=1 t=215
yuan dang 	圓當	c=1 d=1 t=181
yuan lai 	原來	c=3 d=2.16472 t=554
yuan su 	元素	c=2 d=1.57984 t=1119
yue 	月	c=0 d=0.1 t=96
yun duan 	雲端	c=2 d=1.92312 t=1710
yun xing 	運行	c=1 d=1 t=506
yun xu 	允許	c=1 d=1 t=1412
zai 	再	c=4 d=1.80585 t=1532
zai 	在	c=19 d=4.10237 t=1782
zai yi qi 	在一起	c=1 d=1 t=258
zan ting 	暫停	c=4 d=1.90191 t=1802
zao 	早	c=0 d=0.1 t=349
zao 	澡	c=1 d=1 t=351
zao dian 	早點	c=2 d=1.96561 t=381
zao shang 	早上	c=1 d=1 t=471
ze ze 	嘖嘖	c=1 d=1 t=446
zen me 	怎麼	c=5 d=1.1432 t=1233
zen me ban 	怎麼辦	c=1 d=1 t=383
zen me la 	怎麼啦	c=2 d=1.99501 t=1777
zeng jia 	增加	c=9 d=2.18376 t=1553
zhan 	佔	c=1 d=1 t=172
zhan shi 	展示	c=1 d=1 t=1380
zhan shi 	戰士	c=0 d=0.1 t=99
zhao 	找	c=1 d=1 t=971
zhao dao 	找到	c=1 d=1 t=230
zhe 	着	c=1 d=1 t=54
zhe 	這	c=3 d=1.16032 t=850
zhe bian 	這邊	c=4 d=1.04822 t=1507
zhe bu shi 	這不是	c=1 d=1 t=22
zhe ci 	這次	c=1 d=1 t=1692
zhe dou you 	這都有	c=1 d=1 t=699
zhe ge 	這個	c=10 d=2.01517 t=1761
zhe huo ren 	這夥人	c=1 d=1 t=681
zhe jiu 	這就	c=1 d=1 t=171
zhe kuai 	這塊	c=1 d=1 t=377
zhe me 	這麼	c=3 d=1.15962 t=1322
zhe shi 	這是	c=2 d=1.86071 t=434
zhe xie 	這些	c=1 d=1 t=1439
zhe yang 	這樣	c=5 d=2.75141 t=1490
zhen 	幀	c=1 d=0.341714 t=1015
zhen 	真	c=1 d=1 t=450
zhen de 	真的	c=1 d=1 t=454
zhen shu 	真書	c=1 d=1 t=1332
zhen xin 	真心	c=2 d=1.63445 t=437
zhen you 	真有	c=1 d=1 t=849
zheng chang 	正常	c=1 d=1 t=1383
zheng qu 	爭取	c=1 d=1 t=373
zheng shu 	證書	c=2 d=1.44043 t=1497
zheng zai 	正在	c=3 d=1.50824 t=1182
zhi 	值	c=1 d=1 t=583
zhi 	至	c=1 d=1 t=999
zhi bo 	直播	c=1 d=1 t=239
zhi chi 	支持	c=4 d=1.31171 t=1134
zhi chi de 	支持的	c=1 d=1 t=783
zhi dao 	知道	c=3 d=1.02062 t=1185
zhi de 	指的	c=1 d=1 t=784
zhi jie 	直接	c=2 d=1.47711 t=755
zhi nan 	直男	c=1 d=1 t=386
zhi neng 	只能	c=1 d=1 t=831
zhi pin 	製品	c=1 d=1 t=1128
zhi qi 	之氣	c=1 d=1 t=1696
zhi qian 	之前	c=6 d=1.41901 t=1683
zhi shi 	只是	c=1 d=1 t=1445
zhi you 	只有	c=2 d=1.99501 t=1265
zhi zu 	知足	c=1 d=1 t=108
zhong 	中	c=1 d=1 t=1290
zhong yu 	終於	c=2 d=1.00393 t=1741
zhou 	周	c=1 d=1 t=1662
zhou hui 	週會	c=1 d=1 t=900
zhou si 	週四	c=1 d=1 t=222
zhou wu 	週五	c=2 d=1.91393 t=653
zhu ji 	主機	c=2 d=1.99501 t=164
zhu shi 	註釋	c=1 d=1 t=1500
zhu ti 	主題	c=2 d=1.00071 t=1604
zhu yao 	主要	c=1 d=1 t=578
zhuan 	賺	c=1 d=1 t=1315
zhuan shou 	轉手	c=1 d=1 t=1247
zhuang tai 	狀態	c=2 d=1.37719 t=1587
zhun bei 	準備	c=1 d=1 t=540
zhuo zi 	桌子	c=1 d=1 t=130
zi ding yi 	自定義	c=6 d=1.06548 t=1765
zi dong 	自動	c=2 d=1.10646 t=1573
zi duan 	字段	c=1 d=1 t=589
zi jia 	自家	c=1 d=1 t=196
zi liao 	資料	c=1 d=1 t=1203
zou 	走	c=1 d=1 t=301
zou cha 	走查	c=2 d=1.03508 t=1089
zu 	組	c=1 d=1 t=1162
zu xin 	足心	c=1 d=1 t=1078
zui hou 	最後	c=1 d=1 t=479
zui jin 	最近	c=3 d=1.89758 t=1769
zui xin 	最新	c=7 d=2.57814 t=1476
zuo 	做	c=4 d=1.80105 t=1427
zuo tian 	昨天	c=1 d=1 t=409
zuo wan 	做完	c=1 d=1 t=1529
zuo wan 	昨晚	c=2 d=1.00502 t=1528
zuo wei 	作爲	c=1 d=1 t=385
